Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
MINN|Trust for Professional Managers Mairs & Power Minnesota Municipal Bond ETF|Z|MINN|Y|100|N|MINN
MINT|PIMCO Enhanced Short Maturity Active Exchange-Traded Fund|P|MINT|Y|100|N|MINT
MIN|MFS Intermediate Income Trust Common Stock|N|MIN|N|100|N|MIN
MIRM|Mirum Pharmaceuticals, Inc. - common stock|G|N|N|100|N|N
MIST|Milestone Pharmaceuticals Inc. - Common Shares|Q|N|N|100|N|N
MIT.U|Mason Industrial Technology, Inc. Units, each consisting of one share of Class A common stock and one-third of one redeemable warrant to purchase one share of Class A common stock|N|MIT.U|N|100|N|MIT=
MIT.W|Mason Industrial Technology, Inc. Redeemable warrants, exercisable for one share of Class A common stock for $11.50 per share|N|MIT.WS|N|100|N|MIT+
MITC|MeaTech 3D Ltd. - American Depositary Shares|S|N|N|100|N|N
MITK|Mitek Systems, Inc. - Common Stock|S|N|N|100|N|N
MITO|Stealth BioTherapeutics Corp. - American Depositary Shares|G|N|N|100|N|N
MITT$A|AG Mortgage Investment Trust, Inc. 8.25% Preferred Series A|N|MITTpA|N|100|N|MITT-A
MITT$B|AG Mortgage Investment Trust, Inc. Preferred Series B|N|MITTpB|N|100|N|MITT-B
MITT$C|AG Mortgage Investment Trust, Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, $0.01 par value per share|N|MITTpC|N|100|N|MITT-C
MITT|AG Mortgage Investment Trust, Inc. Common Stock|N|MITT|N|100|N|MITT
MIT|Mason Industrial Technology, Inc. Class A Common Stock|N|MIT|N|100|N|MIT
MIXT|MiX Telematics Limited American Depositary Shares, each representing 25 Ordinary Shares|N|MIXT|N|100|N|MIXT
MIY|Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock|N|MIY|N|100|N|MIY
MJJ|MicroSectors Cannabis ETNs|P|MJJ|Y|100|N|MJJ
MJO|MicroSectors Cannabis 2X Leveraged ETNs|P|MJO|Y|100|N|MJO
MJ|ETFMG Alternative Harvest ETF|P|MJ|Y|100|N|MJ
MKC.V|McCormick & Company, Incorporated Common Stock|N|MKC.V|N|100|N|MKC.V
MKC|McCormick & Company, Incorporated Common Stock|N|MKC|N|100|N|MKC
MKD|Molecular Data Inc. - ADS|S|N|N|100|N|N
MKGI|Monaker Group, Inc. - Common Stock|S|N|N|100|N|N
MKL|Markel Corporation Common Stock|N|MKL|N|10|N|MKL
MKSI|MKS Instruments, Inc. - Common Stock|Q|N|N|100|N|N
MKTX|MarketAxess Holdings, Inc. - Common Stock|Q|N|N|100|N|N
MKTY|Mechanical Technology Incorporated - Common Stock|S|N|N|100|N|N
MLAB|Mesa Laboratories, Inc. - Common Stock|Q|N|N|100|N|N
MLACU|Malacca Straits Acquisition Company Limited - Units|S|N|N|100|N|N
MLACW|Malacca Straits Acquisition Company Limited - Warrants|S|N|N|100|N|N
MLAC|Malacca Straits Acquisition Company Limited - Class A Ordinary Shares|S|N|N|100|N|N
MLCO|Melco Resorts & Entertainment Limited - American Depositary Shares |Q|N|N|100|N|N
MLHR|Herman Miller, Inc. - Common Stock|Q|N|N|100|N|N
MLI|Mueller Industries, Inc. Common Stock|N|MLI|N|100|N|MLI
MLM|Martin Marietta Materials, Inc. Common Stock|N|MLM|N|100|N|MLM
MLND|Millendo Therapeutics, Inc.  - Common Stock|S|N|N|100|N|N
MLN|VanEck Vectors ETF Trust VanEck Vectors Long Muni ETF|Z|MLN|Y|100|N|MLN
MLPA|Global X MLP ETF|P|MLPA|Y|100|N|MLPA
MLPB|ETRACS Alerian MLP Infrastructure Index ETN Series B due April 2, 2040|P|MLPB|N|100|N|MLPB
MLPO|Credit Suisse Group Exchange Traded Notes due December 4, 2034, Linked to the S&P MLP Index|P|MLPO|N|100|N|MLPO
MLPR|ETRACS Quarterly Pay 1.5X Leveraged Alerian MLP Index ETN|P|MLPR|Y|100|N|MLPR
MLPX|Global X MLP & Energy Infrastructure ETF|P|MLPX|Y|100|N|MLPX
MLPY|Morgan Stanley Cushing MLP High Income Index ETN|P|MLPY|N|100|N|MLPY
MLP|Maui Land & Pineapple Company, Inc. Common Stock|N|MLP|N|100|N|MLP
MLR|Miller Industries, Inc. Common Stock|N|MLR|N|100|N|MLR
MLSS|Milestone Scientific, Inc. Common Stock|A|MLSS|N|100|N|MLSS
MLVF|Malvern Bancorp, Inc. - Common Stock|G|N|N|100|N|N
MMAC|MMA Capital Holdings, Inc. - Common Stock|S|N|N|100|N|N
MMC|Marsh & McLennan Companies, Inc. Common Stock|N|MMC|N|100|N|MMC
MMD|MainStay MacKay DefinedTerm Municipal Opportunities Fund|N|MMD|N|100|N|MMD
MMIN|IQ MacKay Municipal Insured ETF |P|MMIN|Y|100|N|MMIN
MMIT|IQ MacKay Municipal Intermediate ETF|P|MMIT|Y|100|N|MMIT
MMI|Marcus & Millichap, Inc. Common Stock|N|MMI|N|100|N|MMI
MMLG|First Trust Multi-Manager Large Growth ETF|P|MMLG|Y|100|N|MMLG
MMLP|Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests|Q|N|N|100|N|N
MMM|3M Company Common Stock|N|MMM|N|100|N|MMM
MMP|Magellan Midstream Partners L.P. Limited Partnership|N|MMP|N|100|N|MMP
MMSI|Merit Medical Systems, Inc. - Common Stock|Q|N|N|100|N|N
MMS|Maximus, Inc. Common Stock|N|MMS|N|100|N|MMS
MMTM|SPDR S&P 1500 Momentum Tilt ETF|P|MMTM|Y|100|N|MMTM
MMT|MFS Multimarket Income Trust Common Stock|N|MMT|N|100|N|MMT
MMU|Western Asset Managed Municipals Fund, Inc. Common Stock|N|MMU|N|100|N|MMU
MMX|Maverix Metals Inc. Common Shares|A|MMX|N|100|N|MMX
MMYT|MakeMyTrip Limited - Ordinary Shares|Q|N|N|100|N|N
MNA|IQ Merger Arbitrage ETF|P|MNA|Y|100|N|MNA
MNDO|MIND C.T.I. Ltd. - Ordinary Shares|G|N|N|100|N|N
MNKD|MannKind Corporation - Common Stock|G|N|N|100|N|N
MNOV|MediciNova, Inc. - Common Stock|G|N|N|100|N|N
MNPR|Monopar Therapeutics Inc. - Common Stock|S|N|N|100|N|N
MNP|Western Asset Municipal Partners Fund, Inc. Common Stock|N|MNP|N|100|N|MNP
MNR$C|Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock|N|MNRpC|N|100|N|MNR-C
MNRL|Brigham Minerals, Inc. Class A Common Stock|N|MNRL|N|100|N|MNRL
MNRO|Monro, Inc.  - Common Stock|Q|N|N|100|N|N
MNR|Monmouth Real Estate Investment Corporation Class A Common Stock|N|MNR|N|100|N|MNR
MNSBP|MainStreet Bancshares, Inc. - Depositary Shares|S|N|N|100|N|N
MNSB|MainStreet Bancshares, Inc. - Common Stock|S|N|N|100|N|N
MNSO|MINISO Group Holding Limited American Depositary Shares, each representing four Class A Ordinary Shares|N|MNSO|N|100|N|MNSO
MNST|Monster Beverage Corporation - Common Stock|Q|N|N|100|N|N
MNTK|Montauk Renewables, Inc. - Common Stock|S|N|N|100|N|N
MNTX|Manitex International, Inc. - common stock|S|N|N|100|N|N
MN|Manning & Napier, Inc. Class A Common Stock|N|MN|N|100|N|MN
MOAT|VanEck Vectors Morningstar Wide Moat ETF|Z|MOAT|Y|100|N|MOAT
MODN|Model N, Inc. Common Stock|N|MODN|N|100|N|MODN
MODV|ModivCare Inc. - Common Stock|Q|N|N|100|N|N
MOD|Modine Manufacturing Company Common Stock|N|MOD|N|100|N|MOD
MOFG|MidWestOne Financial Group, Inc. - Common Stock|Q|N|N|100|N|N
MOG.A|Moog Inc. Class A Common Stock|N|MOG.A|N|100|N|MOG.A
MOG.B|Moog Inc. Class B Common Stock|N|MOG.B|N|100|N|MOG.B
MOGO|Mogo Inc. - Common Shares|S|N|N|100|N|N
MOGU|MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares)|N|MOGU|N|100|N|MOGU
MOHO|ECMOHO Limited - American Depositary Shares|G|N|N|100|N|N
MOH|Molina Healthcare Inc Common Stock|N|MOH|N|100|N|MOH
MOMO|Momo Inc. - American Depositary Shares|Q|N|N|100|N|N
MONCU|Monument Circle Acquisition Corp. - Unit|S|N|N|100|N|N
MONCW|Monument Circle Acquisition Corp. - Warrant|S|N|N|100|N|N
MON|Monument Circle Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
MOON|Direxion Moonshot Innovators ETF|P|MOON|Y|100|N|MOON
MOO|VanEck Vectors Agribusiness ETF|P|MOO|Y|100|N|MOO
MORF|Morphic Holding, Inc. - Common Stock|G|N|N|100|N|N
MORN|Morningstar, Inc. - Common Stock|Q|N|N|100|N|N
MORT|VanEck Vectors Mortgage REIT Income ETF|P|MORT|Y|100|N|MORT
MOR|MorphoSys AG - American Depositary Shares|Q|N|N|100|N|N
MOSY|MoSys, Inc. - Common Stock|S|N|N|100|N|N
MOS|Mosaic Company (The) Common Stock|N|MOS|N|100|N|MOS
MOTI|VanEck Vectors Morningstar International Moat ETF|Z|MOTI|Y|100|N|MOTI
MOTNU|Motion Acquisition Corp. - Unit|S|N|N|100|N|N
MOTNW|Motion Acquisition Corp. - Warrants to purchase one Class A common|S|N|N|100|N|N
MOTN|Motion Acquisition Corp. - Class A Common Stock|S|N|N|100|N|N
MOTO|SmartETFs Smart Transportation & Technology ETF|P|MOTO|Y|100|N|MOTO
MOTS|Motus GI Holdings, Inc. - Common Stock|S|N|N|100|N|N
MOTV.U|Motive Capital Corp Units, each consisting of one Class A ordinary share, and one-third of one redeemable warrant|N|MOTV.U|N|100|N|MOTV=
MOTV.W|Motive Capital Corp Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50|N|MOTV.WS|N|100|N|MOTV+
MOTV|Motive Capital Corp Class A Ordinary Shares|N|MOTV|N|100|N|MOTV
MOVE|Movano Inc. - Common Stock|S|N|N|100|N|N
MOV|Movado Group Inc. Common Stock|N|MOV|N|100|N|MOV
MOXC|Moxian, Inc. - Common Stock|S|N|N|100|N|N
MO|Altria Group, Inc.|N|MO|N|100|N|MO
MP.W|MP Materials Corp. Warrants|N|MP.WS|N|100|N|MP+
MPAA|Motorcar Parts of America, Inc. - Common Stock|Q|N|N|100|N|N
MPACU|Model Performance Acquisition Corp. - Units|S|N|N|100|N|N
MPA|Blackrock MuniYield Pennsylvania Quality Fund Common Stock|N|MPA|N|100|N|MPA
MPB|Mid Penn Bancorp - Common Stock|G|N|N|100|N|N
MPC|Marathon Petroleum Corporation Common Stock|N|MPC|N|100|N|MPC
MPLN.W|MultiPlan Corporation Warrants|N|MPLN.WS|N|100|N|MPLN+
MPLN|MultiPlan Corporation Class A Common Stock|N|MPLN|N|100|N|MPLN
MPLX|MPLX LP Common Units Representing Limited Partner Interests|N|MPLX|N|100|N|MPLX
MPRO|Northern Lights Fund Trust IV Monarch ProCap ETF|Z|MPRO|Y|100|N|MPRO
MPV|Barings Participation Investors Common Stock|N|MPV|N|100|N|MPV
MPWR|Monolithic Power Systems, Inc. - Common Stock|Q|N|N|100|N|N
MPW|Medical Properties Trust, Inc. common stock|N|MPW|N|100|N|MPW
MPX|Marine Products Corporation Common Stock|N|MPX|N|100|N|MPX
MP|MP Materials Corp. Common Stock|N|MP|N|100|N|MP
MQT|Blackrock MuniYield Quality Fund II, Inc. Common Stock|N|MQT|N|100|N|MQT
MQY|Blackrock MuniYield Quality Fund, Inc. Common Stock|N|MQY|N|100|N|MQY
MRACU|Marquee Raine Acquisition Corp. - Unit|S|N|N|100|N|N
MRACW|Marquee Raine Acquisition Corp. - Warrant|S|N|N|100|N|N
MRAC|Marquee Raine Acquisition Corp. - Class A Ordinary Shares|S|N|N|100|N|N
MRAD|SmartETFs Advertising & Marketing Technology ETF|P|MRAD|Y|100|N|MRAD
MRAM|Everspin Technologies, Inc. - Common Stock|G|N|N|100|N|N
MRBK|Meridian Corporation - Common Stock|Q|N|N|100|N|N
MRCC|Monroe Capital Corporation - Common Stock|Q|N|N|100|N|N
MRCY|Mercury Systems Inc - Common Stock|Q|N|N|100|N|N
MRC|MRC Global Inc. Common Stock|N|MRC|N|100|N|MRC
MREO|Mereo BioPharma Group plc - American Depositary Shares|G|N|N|100|N|N
MRGR|ProShares Merger ETF|Z|MRGR|Y|100|N|MRGR
MRIN|Marin Software Incorporated - Common Stock|G|N|N|100|N|N
MRKR|Marker Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
MRK|Merck & Company, Inc. Common Stock (new)|N|MRK|N|100|N|MRK
MRLN|Marlin Business Services Corp. - Common Stock|Q|N|N|100|N|N
MRM|MEDIROM Healthcare Technologies Inc. - American Depositary Share|S|N|N|100|N|N
MRNA|Moderna, Inc. - Common Stock|Q|N|N|100|N|N
MRNS|Marinus Pharmaceuticals, Inc. - Common Stock|G|N|N|100|N|N
MRO|Marathon Oil Corporation Common Stock|N|MRO|N|100|N|MRO
MRSK|Agility Shares Managed Risk ETF|Z|MRSK|Y|100|N|MRSK
MRSN|Mersana Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
MRTN|Marten Transport, Ltd. - Common Stock|Q|N|N|100|N|N
MRTX|Mirati Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
MRUS|Merus N.V. - Common Shares|G|N|N|100|N|N
MRVI|Maravai LifeSciences Holdings, Inc. - Class A common stock|Q|N|N|100|N|N
MRVL|Marvell Technology, Inc. - Common Stock|Q|N|N|100|N|N
MS$A|Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A|N|MSpA|N|100|N|MS-A
MS$E|Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E|N|MSpE|N|100|N|MS-E
MS$F|Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag|N|MSpF|N|100|N|MS-F
MS$I|Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum)|N|MSpI|N|100|N|MS-I
MS$K|Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock,  Series K|N|MSpK|N|100|N|MS-K
MS$L|Morgan Stanley Depositary Shares, each representing 1/1,000th of a share of 4.875% Non-Cumulative Preferred Stock, Series L|N|MSpL|N|100|N|MS-L
MSACW|Medicus Sciences Acquisition Corp. - Warrant|S|N|N|100|N|N
MSAC|Medicus Sciences Acquisition Corp. - Class A Ordinary Share|S|N|N|100|N|N
MSA|MSA Safety Incorporated Common Stock|N|MSA|N|100|N|MSA
MSBI|Midland States Bancorp, Inc. - Common Stock|Q|N|N|100|N|N
MSB|Mesabi Trust Common Stock|N|MSB|N|100|N|MSB
MSCI|MSCI Inc Common Stock|N|MSCI|N|100|N|MSCI
MSC|Studio City International Holdings Limited American depositary shares, each representing four  Class A ordinary shares|N|MSC|N|100|N|MSC
MSDAU|MSD Acquisition Corp. - Unit|S|N|N|100|N|N
MSD|Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock|N|MSD|N|100|N|MSD
MSEX|Middlesex Water Company - Common Stock|Q|N|N|100|N|N
MSFT|Microsoft Corporation - Common Stock|Q|N|N|100|N|N
MSGE|Madison Square Garden Entertainment Corp. Class A Common Stock |N|MSGE|N|100|N|MSGE
MSGM|Motorsport Games Inc. - Class A Common Stock|S|N|N|100|N|N
MSGN|MSG Networks Inc. Common Stock|N|MSGN|N|100|N|MSGN
MSGS|Madison Square Garden Sports Corp. Class A Common Stock (New)|N|MSGS|N|100|N|MSGS
MSI|Motorola Solutions, Inc. Common Stock|N|MSI|N|100|N|MSI
MSM|MSC Industrial Direct Company, Inc. Common Stock|N|MSM|N|100|N|MSM
MSN|Emerson Radio Corporation Common Stock|A|MSN|N|100|N|MSN
MSON|MISONIX, Inc. - Common Stock|G|N|N|100|N|N
MSOS|AdvisorShares Trust AdvisorShares Pure US Cannabis ETF|P|MSOS|Y|100|N|MSOS
MSP|Datto Holding Corp. Common Stock|N|MSP|N|100|N|MSP
MSTB|LHA Market State Tactical Beta ETF|Z|MSTB|Y|100|N|MSTB
MSTR|MicroStrategy Incorporated - Class A Common Stock|Q|N|N|100|N|N
MSVB|Mid-Southern Bancorp, Inc. - Common Stock|S|N|N|100|N|N
MSVX|LHA Market State Alpha Seeker ETF|Z|MSVX|Y|100|N|MSVX
MS|Morgan Stanley Common Stock|N|MS|N|100|N|MS
MTACU|MedTech Acquisition Corporation - Unit|S|N|N|100|N|N
MTACW|MedTech Acquisition Corporation - Warrant|S|N|N|100|N|N
MTAC|MedTech Acquisition Corporation - Class A Common Stock|S|N|N|100|N|N
MTA|Metalla Royalty & Streaming Ltd. Common Shares|A|MTA|N|100|N|MTA
MTBCP|CareCloud, Inc. - 11% Series A Cumulative Redeemable Perpetual Preferred Stock|G|N|N|100|N|N
MTBC|CareCloud, Inc. - Common Stock|G|N|N|100|N|N
MTB|M&T Bank Corporation Common Stock|N|MTB|N|100|N|MTB
MTCH|Match Group, Inc. - Common Stock|Q|N|N|100|N|N
MTCN|ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023|N|MTCN|N|100|N|MTCN
MTCR|Metacrine, Inc. - Common Stock|G|N|N|100|N|N
MTC|MMTec, Inc. - Common Shares|S|N|N|100|N|N
MTDR|Matador Resources Company Common Stock|N|MTDR|N|100|N|MTDR
MTD|Mettler-Toledo International, Inc. Common Stock|N|MTD|N|100|N|MTD
MTEM|Molecular Templates, Inc. - Common Stock|S|N|N|100|N|N
MTEX|Mannatech, Incorporated - Common Stock|Q|N|N|100|N|N
MTGP|WisdomTree Mortgage Plus Bond Fund|P|MTGP|Y|100|N|MTGP
MTG|MGIC Investment Corporation Common Stock|N|MTG|N|100|N|MTG
MTH|Meritage Homes Corporation Common Stock|N|MTH|N|100|N|MTH
MTL$|Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share)|N|MTLp|N|100|N|MTL-
MTLS|Materialise NV - American Depositary Shares|Q|N|N|100|N|N
MTL|Mechel PAO American Depositary Shares (Each rep. 1 common shares)|N|MTL|N|100|N|MTL
MTNB|Matinas Biopharma Holdings, Inc. Common Stock|A|MTNB|N|100|N|MTNB
MTN|Vail Resorts, Inc. Common Stock|N|MTN|N|100|N|MTN
MTOR|Meritor, Inc. Common Stock|N|MTOR|N|100|N|MTOR
MTP|Midatech Pharma PLC - American Depositary Shares|S|N|N|100|N|N
MTRN|Materion Corporation|N|MTRN|N|100|N|MTRN
MTRX|Matrix Service Company - Common Stock|Q|N|N|100|N|N
MTR|Mesa Royalty Trust Common Stock|N|MTR|N|100|N|MTR
MTSI|MACOM Technology Solutions Holdings, Inc. - Common Stock|Q|N|N|100|N|N
MTSL|MER Telemanagement Solutions Ltd. - Ordinary Shares|S|N|N|100|N|N
MTT|Western Asset Municipal Defined Opportunity Trust Inc Common Stock|N|MTT|N|100|N|MTT
MTUL|ETRACS 2x Leveraged MSCI US Momentum Factor TR ETN|P|MTUL|Y|100|N|MTUL
MTUM|iShares MSCI USA Momentum Factor ETF|Z|MTUM|Y|100|N|MTUM
MTW|Manitowoc Company, Inc. (The) Common Stock|N|MTW|N|100|N|MTW
MTX|Minerals Technologies Inc. Common Stock|N|MTX|N|100|N|MTX
MTZ|MasTec, Inc. Common Stock|N|MTZ|N|100|N|MTZ
MT|Arcelor Mittal NY Registry Shares NEW|N|MT|N|100|N|MT
MUA|Blackrock MuniAssets Fund, Inc Common Stock|N|MUA|N|100|N|MUA
MUB|iShares National Muni Bond ETF|P|MUB|Y|100|N|MUB
MUC|Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock|N|MUC|N|100|N|MUC
MUDSU|Mudrick Capital Acquisition Corporation II - Unit|S|N|N|100|N|N
MUDSW|Mudrick Capital Acquisition Corporation II - Warrant|S|N|N|100|N|N
MUDS|Mudrick Capital Acquisition Corporation II - Class A Common Stock|S|N|N|100|N|N
MUE|Blackrock MuniHoldings Quality Fund II, Inc. Common Stock|N|MUE|N|100|N|MUE
MUFG|Mitsubishi UFJ Financial Group, Inc. Common Stock|N|MUFG|N|100|N|MUFG
MUI|Blackrock Muni Intermediate Duration Fund Inc Common Stock|N|MUI|N|100|N|MUI
MUJ|Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock|N|MUJ|N|100|N|MUJ
MUNI|PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund|P|MUNI|Y|100|N|MUNI
MUR|Murphy Oil Corporation Common Stock|N|MUR|N|100|N|MUR
MUSA|Murphy USA Inc. Common Stock|N|MUSA|N|100|N|MUSA
MUST|Columbia Multi-Sector Municipal Income ETF|P|MUST|Y|100|N|MUST
MUX|McEwen Mining Inc. Common Stock|N|MUX|N|100|N|MUX
MU|Micron Technology, Inc. - Common Stock|Q|N|N|100|N|N
MVBF|MVB Financial Corp. - Common Stock|S|N|N|100|N|N
MVF|Blackrock MuniVest Fund, Inc. Common Stock|N|MVF|N|100|N|MVF
MVIS|MicroVision, Inc. - Common Stock|G|N|N|100|N|N
MVO|MV Oil Trust Units of Beneficial Interests|N|MVO|N|100|N|MVO
MVP|Roundhill MVP ETF|P|MVP|Y|100|N|MVP
MVRL|ETRACS Monthly Pay 1.5X Leveraged Mortgage REIT ETN|P|MVRL|Y|100|N|MVRL
MVT|Blackrock MuniVest Fund II, Inc.  Common Stock|N|MVT|N|100|N|MVT
MVV|ProShares Ultra MidCap400|P|MVV|Y|100|N|MVV
MWA|MUELLER WATER PRODUCTS Common Stock|N|MWA|N|100|N|MWA
MWK|Mohawk Group Holdings, Inc. - Common Stock|S|N|N|100|N|N
MXC|Mexco Energy Corporation Common Stock|A|MXC|N|100|N|MXC
MXDU|Nationwide Maximum Diversification U.S. Core Equity ETF|P|MXDU|Y|100|N|MXDU
MXE|Mexico Equity and Income Fund, Inc. (The) Common Stock|N|MXE|N|100|N|MXE
MXF|Mexico Fund, Inc. (The) Common Stock|N|MXF|N|100|N|MXF
MXIM|Maxim Integrated Products, Inc. - Common Stock|Q|N|N|100|N|N
MXI|iShares Global Materials ETF|P|MXI|Y|100|N|MXI
MXL|MaxLinear, Inc. Common Stock|N|MXL|N|100|N|MXL
MX|Magnachip Semiconductor Corporation Common Stock|N|MX|N|100|N|MX
MYC|Blackrock MuniYield California Fund, Inc. Common Stock|N|MYC|N|100|N|MYC
MYD|Blackrock MuniYield Fund, Inc.  Common Stock|N|MYD|N|100|N|MYD
MYE|Myers Industries, Inc. Common Stock|N|MYE|N|100|N|MYE
MYFW|First Western Financial, Inc. - Common Stock|Q|N|N|100|N|N
MYGN|Myriad Genetics, Inc. - Common Stock|Q|N|N|100|N|N
MYI|Blackrock MuniYield Quality Fund III, Inc Common Stock|N|MYI|N|100|N|MYI
MYJ|Blackrock MuniYield New Jersey Fund, Inc Common Stock|N|MYJ|N|100|N|MYJ
MYMD|MyMD Pharmaceuticals, Inc. - Common Stock|S|N|N|100|N|N
MYN|Blackrock MuniYield New York Quality Fund, Inc.Common Stock|N|MYN|N|100|N|MYN
MYOV|Myovant Sciences Ltd. Common Shares|N|MYOV|N|100|N|MYOV
MYO|Myomo Inc. Common Stock|A|MYO|N|100|N|MYO
MYRG|MYR Group, Inc. - Common Stock|Q|N|N|100|N|N
MYSZ|My Size, Inc. - Common Stock|S|N|N|100|N|N
MYTE|MYT Netherlands Parent B.V. American Depositary Shares, each representing one Ordinary Share|N|MYTE|N|100|N|MYTE
MYT|Urban Tea, Inc. - Ordinary Shares|S|N|N|100|N|N
MYY|ProShares Short MidCap400|P|MYY|Y|100|N|MYY
MZZ|ProShares UltraShort MidCap400|P|MZZ|Y|100|N|MZZ
M|Macy's Inc Common Stock|N|M|N|100|N|M
NAACU|North Atlantic Acquisition Corporation - Unit|S|N|N|100|N|N
NAACW|North Atlantic Acquisition Corporation - Warrant|S|N|N|100|N|N
NAAC|North Atlantic Acquisition Corporation - Class A Ordinary Share|S|N|N|100|N|N
NACP|Impact Shares Trust I Impact Shares NAACP Minority Empowerment ETF|P|NACP|Y|100|N|NACP
NAC|Nuveen California Quality Municipal Income Fund|N|NAC|N|100|N|NAC
NAD|Nuveen Quality Municipal Income Fund Common Stock|N|NAD|N|100|N|NAD
NAII|Natural Alternatives International, Inc. - Common Stock|G|N|N|100|N|N
NAIL|Direxion Daily Homebuilders & Supplies Bull 3X Shares|P|NAIL|Y|100|N|NAIL
NAKD|Naked Brand Group Limited - Ordinary Shares|S|N|N|100|N|N
NAK|Northern Dynasty Minerals, Ltd. Common Stock|A|NAK|N|100|N|NAK
NANR|SPDR S&P North American Natural Resources ETF|P|NANR|Y|100|N|NANR
NAN|Nuveen New York Quality Municipal Income Fund Common Stock|N|NAN|N|100|N|NAN
NAOV|NanoVibronix, Inc. - Common Stock|S|N|N|100|N|N
NAPA|The Duckhorn Portfolio, Inc. Common Stock|N|NAPA|N|100|N|NAPA
NAPR|Innovator Nasdaq-100 Power Buffer ETF - April|Z|NAPR|Y|100|N|NAPR
NARI|Inari Medical, Inc. - Common Stock|Q|N|N|100|N|N
NATH|Nathan's Famous, Inc. - Common Stock|Q|N|N|100|N|N
NATI|National Instruments Corporation - Common Stock|Q|N|N|100|N|N
NATR|Nature's Sunshine Products, Inc. - Common Stock|S|N|N|100|N|N
NAT|Nordic American Tankers Limited Common Stock|N|NAT|N|100|N|NAT
NAV$D|Navistar International Corporation Preferred Stock|N|NAVpD|N|100|N|NAV-D
NAVB|Navidea Biopharmaceuticals, Inc. Common Stock|A|NAVB|N|100|N|NAVB
NAVI|Navient Corporation - Common Stock|Q|N|N|100|N|N
NAV|Navistar International Corporation Common Stock|N|NAV|N|100|N|NAV
NAZ|Nuveen Arizona Quality Municipal Income Fund Common Stock|N|NAZ|N|100|N|NAZ
NBA.U|New Beginnings Acquisition Corp. Units, each consisting of one share of common stock, and one redeemable warrant|A|NBA.U|N|100|N|NBA=
NBA.W|New Beginnings Acquisition Corp. Redeemable Warrants, each warrant exercisable for one share of Common Stock at an exercise price of $11.50|A|NBA.WS|N|100|N|NBA+
NBA|New Beginnings Acquisition Corp. Common Stock|A|NBA|N|100|N|NBA
NBB|Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest|N|NBB|N|100|N|NBB
NBEV|NewAge, Inc. - Common Stock|S|N|N|100|N|N
NBHC|National Bank Holdings Corporation Common Stock|N|NBHC|N|100|N|NBHC
NBH|Neuberger Berman Municipal Fund Inc. Common Stock|A|NBH|N|100|N|NBH
NBIX|Neurocrine Biosciences, Inc. - Common Stock|Q|N|N|100|N|N
NBLX|Noble Midstream Partners LP - Common Units, Representing Limited Partner Interests|Q|N|N|100|N|N
